order_id,customer_id,order_date,shipping_date,order_status,total_amount
784288,9342,2024-09-08,,Returned,328.25
561884,2665,2024-08-09,,Returned,435.36
788917,1745,2024-10-04,2024-10-07,Pending,408.03
425520,8957,2024-12-06,2024-12-10,Shipped,475.79
434200,4156,2024-11-08,,Cancelled,409.23
386754,2076,2024-12-14,,Cancelled,438.39
907246,4973,2024-07-27,,Cancelled,292.6
820303,8062,2024-08-08,,Returned,206.01
792835,7654,2024-08-06,2024-08-09,Delivered,364.99
667812,7506,2024-08-05,,Cancelled,412.58
880101,6173,2024-09-16,2024-09-19,Pending,143.51
353963,1865,2024-11-13,,Returned,240.43
207697,1624,2024-11-14,,Cancelled,134.78
245858,4158,2024-06-08,,Returned,306.88
679787,3682,2024-07-06,2024-07-08,Delivered,308.89
793279,4950,2024-08-05,2024-08-07,Delivered,121.81
158595,3029,2024-12-03,2024-12-10,Delivered,145.42
817407,2736,2024-12-05,,Cancelled,487.04
821183,9325,2024-09-01,2024-09-08,Shipped,224.39
759003,2945,2024-12-17,2024-12-21,Pending,208.36
601895,3703,2024-06-16,2024-06-19,Delivered,282.24
414791,9317,2024-06-25,2024-06-28,Shipped,317.74
303665,5602,2024-09-07,,Returned,323.7
887944,7897,2024-07-31,2024-08-03,Delivered,222.16
348391,8985,2024-10-05,,Cancelled,143.92
455038,6477,2024-11-19,2024-11-22,Delivered,270.84
330560,6535,2024-08-21,,Returned,322.43
818959,1342,2024-09-04,2024-09-11,Shipped,178.21
911304,3529,2024-06-22,2024-06-25,Pending,284.66
991583,9056,2024-09-18,2024-09-20,Delivered,366.5
428763,3564,2024-11-03,,Cancelled,412.47
805214,1705,2024-12-03,,Returned,431.19
931547,2241,2024-07-09,,Returned,380.85
724075,4880,2024-06-22,,Returned,362.08
753880,8600,2024-12-04,2024-12-11,Delivered,64.2
556963,9330,2024-06-21,,Returned,289.16
551508,9119,2024-06-21,2024-06-26,Delivered,351.35
742949,5743,2024-09-15,,Cancelled,189.98
969074,5973,2024-11-10,,Cancelled,354.15
369874,4174,2024-06-27,,Cancelled,496.7
537688,2299,2024-12-14,,Cancelled,34.59
513636,4542,2024-08-19,2024-08-25,Shipped,367.09
726329,3950,2024-10-06,,Cancelled,453.82
360595,3649,2024-12-31,2025-01-07,Delivered,195.04
804441,8628,2024-11-20,,Cancelled,122.54
372017,3279,2024-06-29,2024-07-06,Pending,465.74
552012,7960,2024-08-08,2024-08-14,Pending,470.38
746632,3553,2024-11-08,2024-11-11,Pending,31.07
288370,5182,2024-12-03,2024-12-10,Pending,405.96
531573,9722,2024-12-06,2024-12-09,Shipped,272.47
618579,6440,2024-07-27,,Cancelled,205.72
801882,8631,2024-10-23,,Returned,103.84
486401,9528,2024-12-13,2024-12-18,Delivered,411.0
729423,2543,2024-11-07,2024-11-13,Shipped,211.13
553513,9381,2024-08-27,2024-09-01,Delivered,36.67
759583,6863,2024-12-20,,Cancelled,38.68
150085,9022,2024-08-07,2024-08-10,Pending,195.56
824297,4020,2024-06-16,2024-06-22,Pending,98.28
625933,3983,2024-11-09,2024-11-12,Delivered,169.1
483988,9560,2024-10-26,2024-11-02,Shipped,112.16
730390,9015,2024-09-28,2024-10-01,Delivered,480.03
560032,2681,2024-06-18,2024-06-20,Shipped,248.77
806006,5274,2024-12-21,2024-12-26,Shipped,252.96
425825,7378,2024-09-14,2024-09-17,Shipped,70.63
391659,2182,2024-07-12,2024-07-17,Shipped,142.96
315810,3059,2024-12-27,2024-12-29,Shipped,208.56
750959,8560,2024-11-01,2024-11-07,Pending,37.89
315728,2090,2024-06-03,2024-06-10,Shipped,96.72
594659,7862,2024-06-26,,Returned,243.81
185346,9401,2024-07-31,2024-08-05,Shipped,84.3
447318,9230,2024-06-18,2024-06-25,Pending,472.0
871823,7213,2024-10-17,2024-10-21,Shipped,218.1
443298,1270,2024-09-28,2024-10-01,Delivered,317.41
680150,3890,2024-11-13,2024-11-17,Pending,188.07
296393,6066,2024-11-02,2024-11-06,Delivered,60.44
831376,4742,2024-07-25,,Cancelled,244.79
705343,9742,2024-09-03,2024-09-05,Pending,274.63
563166,1960,2024-07-29,2024-07-31,Delivered,388.2
445881,9803,2024-08-16,2024-08-19,Delivered,485.79
919330,2328,2024-08-31,,Returned,97.82
336891,3048,2024-08-23,,Returned,446.1
843811,1414,2024-11-29,2024-12-03,Shipped,240.87
527279,9895,2024-08-04,2024-08-08,Shipped,479.79
215166,8109,2024-10-09,2024-10-11,Shipped,317.0
952351,1141,2024-08-01,2024-08-07,Shipped,460.67
324623,5948,2024-09-06,2024-09-13,Pending,193.92
345590,2146,2024-12-02,,Cancelled,156.8
656072,9857,2024-06-15,2024-06-18,Delivered,235.24
913408,1983,2024-12-07,2024-12-10,Pending,302.51
229246,4853,2024-07-02,,Returned,334.87
350716,9596,2024-12-17,2024-12-19,Delivered,467.42
287745,8215,2024-08-21,,Cancelled,308.15
226254,4824,2024-10-03,,Cancelled,130.23
656882,9936,2024-11-26,2024-11-29,Pending,354.15
762244,4995,2024-10-31,2024-11-05,Shipped,227.01
981986,7749,2024-09-23,,Returned,401.28
432661,6440,2024-07-05,2024-07-11,Delivered,355.63
924217,5309,2024-11-12,,Returned,461.41
764030,5314,2024-11-23,2024-11-30,Pending,312.58
683889,8703,2024-09-11,2024-09-14,Pending,221.88
418259,5762,2024-08-21,2024-08-26,Shipped,398.11
686385,9075,2024-08-07,2024-08-12,Delivered,362.96
736956,6817,2024-07-16,2024-07-23,Pending,321.69
548123,1574,2024-08-05,,Cancelled,276.48
330575,9918,2024-07-28,,Cancelled,207.83
496673,3834,2024-09-05,,Cancelled,435.27
313693,2215,2024-11-27,2024-12-01,Pending,294.55
963957,6416,2024-12-04,,Returned,240.19
799281,3062,2024-06-03,,Cancelled,329.07
580235,1574,2024-07-30,2024-08-04,Delivered,492.87
630074,8326,2024-12-29,2025-01-02,Shipped,256.82
846438,1438,2024-11-19,,Cancelled,83.3
668060,3579,2024-10-25,2024-10-27,Pending,229.34
693230,4655,2024-12-18,2024-12-21,Shipped,225.88
740327,8020,2024-09-17,2024-09-20,Delivered,369.22
499754,7543,2024-09-26,2024-09-30,Pending,105.22
168085,4014,2024-10-01,,Cancelled,204.17
268621,9849,2024-08-10,2024-08-13,Shipped,118.38
170285,9578,2024-09-21,,Cancelled,438.91
878866,4113,2024-10-06,2024-10-12,Delivered,306.68
400777,1544,2024-11-09,2024-11-12,Pending,141.92
755286,8741,2024-10-25,2024-10-30,Pending,336.27
819396,6924,2024-09-26,2024-10-02,Shipped,222.87
828847,7209,2024-06-26,,Returned,443.56
720196,7967,2024-12-06,,Cancelled,27.98
524904,4917,2024-10-31,2024-11-04,Shipped,100.75
180367,4735,2024-10-24,2024-10-27,Shipped,75.88
693568,7039,2024-12-27,,Cancelled,467.36
398390,9013,2024-06-05,2024-06-07,Delivered,179.41
620602,5191,2024-07-11,2024-07-17,Shipped,285.53
551776,5883,2024-08-27,,Cancelled,297.85
333977,2102,2024-09-22,,Cancelled,296.15
848457,6258,2024-11-12,2024-11-15,Delivered,284.71
900136,4511,2024-06-06,,Returned,359.39
758671,8227,2024-06-19,2024-06-24,Delivered,62.56
392992,8066,2024-09-13,,Cancelled,374.42
655404,6254,2024-12-16,,Cancelled,168.78
115489,6690,2024-06-28,2024-07-01,Pending,94.31
429400,7799,2024-08-08,,Cancelled,140.64
953741,4070,2024-09-05,2024-09-08,Shipped,92.41
668388,3892,2024-11-13,,Returned,245.09
315357,3831,2024-06-14,2024-06-19,Delivered,70.03
700215,2326,2024-08-09,2024-08-13,Delivered,98.42
358981,4653,2024-08-28,,Returned,426.67
482367,1808,2024-08-03,,Returned,403.67
598992,8677,2024-10-05,2024-10-08,Delivered,77.06
547221,7500,2024-10-20,2024-10-27,Delivered,110.36
880567,3041,2024-11-10,,Cancelled,453.25
983051,7898,2024-12-16,2024-12-18,Pending,91.82
481245,4896,2024-09-09,,Returned,257.59
405455,8261,2024-06-24,,Cancelled,286.47
687988,6153,2024-06-13,,Cancelled,49.03
758044,5737,2024-11-19,2024-11-26,Shipped,132.31
139193,4631,2024-12-01,2024-12-07,Pending,48.21
483099,2698,2024-12-12,2024-12-19,Shipped,46.58
919523,9292,2024-09-02,2024-09-07,Shipped,459.61
507312,6999,2024-07-31,2024-08-02,Delivered,395.1
859056,4662,2024-12-11,2024-12-18,Pending,456.26
845125,1864,2024-09-30,,Returned,152.41
868964,9142,2024-08-09,2024-08-12,Pending,422.6
274260,4704,2024-08-03,,Returned,340.0
305573,9904,2024-12-15,2024-12-18,Shipped,151.31
729523,7688,2024-08-26,,Returned,210.54
578491,6794,2024-12-11,,Returned,81.69
421341,3408,2024-12-15,,Returned,244.93
439514,7943,2024-12-12,,Cancelled,348.17
980380,5756,2024-07-06,2024-07-08,Pending,387.71
228512,3894,2024-11-09,2024-11-16,Delivered,342.57
741446,2007,2024-11-23,2024-11-26,Shipped,386.92
730530,4320,2024-10-23,2024-10-29,Shipped,365.62
104516,5190,2024-12-03,2024-12-08,Pending,433.2
779451,9708,2024-06-07,2024-06-11,Shipped,403.72
545504,3164,2024-07-16,,Cancelled,285.17
510990,9528,2024-06-06,2024-06-08,Shipped,278.27
927529,5575,2024-09-30,2024-10-04,Pending,495.77
509757,1781,2024-12-25,,Cancelled,260.65
199776,9551,2024-06-16,2024-06-22,Shipped,388.33
199032,6324,2024-12-30,2025-01-04,Delivered,473.42
985928,3763,2024-08-24,,Returned,236.49
770561,1304,2024-06-20,,Cancelled,206.8
477718,7476,2024-08-28,,Cancelled,218.35
774510,9169,2024-06-20,2024-06-22,Shipped,467.85
416711,2780,2024-08-28,2024-09-02,Delivered,355.28
634277,5158,2024-08-25,2024-09-01,Delivered,242.33
136431,2074,2024-12-15,2024-12-21,Shipped,173.45
253134,2907,2024-10-10,,Cancelled,416.01
841753,2655,2024-11-23,2024-11-26,Pending,484.13
551813,9669,2024-11-12,,Cancelled,430.79
441591,5976,2024-08-08,,Returned,174.63
632019,8636,2024-06-09,2024-06-14,Delivered,391.88
964566,7275,2024-06-13,2024-06-19,Delivered,78.14
553179,7340,2024-10-19,2024-10-26,Shipped,348.27
441401,3811,2024-08-03,,Cancelled,290.67
643760,6867,2024-10-19,,Cancelled,118.85
539539,1789,2024-11-20,,Cancelled,373.49
451518,8220,2024-11-20,2024-11-23,Delivered,122.91
864167,1016,2024-06-26,2024-06-28,Delivered,332.89
345138,8558,2024-08-17,2024-08-19,Pending,452.36
658704,3745,2024-10-26,2024-10-31,Shipped,116.38
368339,9681,2024-10-04,2024-10-09,Delivered,189.95
634284,2710,2024-09-28,,Returned,81.35
675588,9974,2024-12-12,2024-12-16,Shipped,437.73
385000,4014,2024-11-25,,Cancelled,73.04
911743,1785,2024-11-01,,Cancelled,470.44
185364,6190,2024-08-20,2024-08-23,Delivered,455.02
902015,6220,2024-11-07,,Returned,487.14
764841,4228,2024-12-17,2024-12-21,Pending,111.74
273978,6929,2024-10-17,,Cancelled,392.72
684504,5172,2024-12-02,,Returned,214.01
285683,9798,2024-08-11,2024-08-15,Pending,479.48
252281,3972,2024-08-02,2024-08-07,Pending,153.59
774602,2473,2024-10-11,2024-10-15,Delivered,374.65
788423,2137,2024-07-02,,Returned,90.39
509112,1361,2024-11-06,,Returned,226.71
144454,3311,2024-10-08,2024-10-11,Pending,173.03
921271,7059,2024-06-09,2024-06-16,Delivered,370.22
506263,2388,2024-12-09,2024-12-14,Shipped,389.22
514381,9197,2024-09-23,2024-09-26,Pending,24.51
681997,8492,2024-10-06,2024-10-12,Shipped,459.96
368459,2587,2024-06-26,2024-07-01,Shipped,70.56
114537,3128,2024-12-25,2024-12-29,Shipped,67.56
158743,2268,2024-07-26,,Returned,444.2
713802,5205,2024-12-01,,Cancelled,422.36
440428,3014,2024-10-26,,Cancelled,430.36
985357,7356,2024-12-07,2024-12-12,Delivered,462.2
781509,5040,2024-08-19,2024-08-23,Pending,218.36
575578,3261,2024-08-16,,Returned,341.34
729590,2791,2024-08-07,2024-08-11,Pending,457.8
786541,6866,2024-07-11,,Returned,199.79
994942,9564,2024-08-08,,Returned,74.75
541897,9432,2024-08-25,,Returned,335.69
366951,6590,2024-07-11,,Cancelled,401.06
867862,7987,2024-09-29,2024-10-01,Pending,241.6
936302,1112,2024-08-28,,Cancelled,442.28
989349,4928,2024-07-03,2024-07-07,Pending,452.54
841745,5900,2024-08-06,2024-08-11,Shipped,364.99
178778,9381,2024-12-04,2024-12-06,Pending,85.55
795322,3033,2024-12-05,2024-12-10,Delivered,253.5
106548,9019,2024-12-13,,Returned,251.52
593922,9889,2024-09-16,,Returned,292.74
290847,5053,2024-09-06,2024-09-12,Pending,257.44
177544,6155,2024-09-10,2024-09-17,Shipped,219.53
384902,4518,2024-06-16,2024-06-19,Pending,239.5
257612,4207,2024-10-25,2024-11-01,Pending,278.72
692735,9371,2024-12-16,2024-12-20,Pending,285.35
256162,6380,2024-10-15,,Returned,187.84
993395,8056,2024-10-27,,Returned,452.1
841878,9943,2024-09-18,,Returned,466.48
616119,4169,2024-06-25,2024-06-30,Shipped,365.65
415349,6614,2024-09-10,,Cancelled,317.9
674576,5047,2024-11-10,,Returned,379.82
774895,4170,2024-06-15,,Returned,326.26
435063,5847,2024-10-19,2024-10-25,Shipped,79.49
532390,4835,2024-10-01,,Returned,254.71
855441,8648,2024-11-03,2024-11-07,Pending,287.58
577459,9535,2024-09-22,2024-09-27,Pending,82.24
911988,1296,2024-11-30,,Returned,119.63
110974,1870,2024-09-28,2024-10-01,Delivered,118.89
747359,2934,2024-12-25,2025-01-01,Delivered,442.94
351216,1711,2024-12-09,2024-12-13,Shipped,314.75
963818,6739,2024-07-27,2024-08-03,Pending,469.47
423603,1957,2024-07-30,2024-08-06,Pending,371.18
474752,9050,2024-06-10,2024-06-12,Delivered,38.49
272759,9496,2024-08-29,,Cancelled,65.09
849053,8379,2024-11-30,,Returned,406.19
867603,6954,2024-12-30,2025-01-03,Shipped,359.72
833931,1205,2024-07-07,2024-07-14,Shipped,174.65
276240,6759,2024-07-04,2024-07-07,Shipped,70.94
467276,8699,2024-09-24,,Returned,89.93
413502,1967,2024-07-26,2024-07-29,Pending,159.27
355470,5561,2024-11-22,2024-11-26,Pending,325.39
840184,7291,2024-08-31,,Cancelled,418.98
358171,4045,2024-07-11,2024-07-16,Pending,328.41
728991,7052,2024-09-24,2024-09-29,Delivered,37.04
420657,1340,2024-08-28,2024-08-30,Shipped,325.31
887637,8252,2024-12-11,,Cancelled,492.87
751218,6512,2024-10-29,,Cancelled,318.07
545718,6060,2024-06-02,2024-06-06,Delivered,319.35
785543,8502,2024-11-02,,Cancelled,326.2
865357,1282,2024-07-04,2024-07-08,Delivered,81.06
795268,3701,2024-10-17,2024-10-20,Pending,29.85
127565,6826,2024-06-08,2024-06-10,Pending,204.31
645332,1833,2024-09-24,,Cancelled,117.68
399375,3153,2024-12-03,,Cancelled,182.19
667007,7105,2024-10-05,,Returned,384.19
580234,1613,2024-10-17,2024-10-19,Delivered,357.4
391335,3514,2024-10-24,2024-10-29,Shipped,374.53
843266,6563,2024-07-03,2024-07-07,Delivered,238.45
905463,6474,2024-07-24,,Cancelled,417.89
432840,6852,2024-09-02,,Returned,435.56
245364,9806,2024-12-29,,Cancelled,390.99
173865,6318,2024-07-18,2024-07-25,Delivered,353.8
121345,9735,2024-07-07,2024-07-12,Pending,343.29
883515,7917,2024-10-09,2024-10-13,Shipped,442.86
646707,3584,2024-09-05,2024-09-11,Shipped,59.43
186076,6660,2024-11-02,2024-11-06,Shipped,498.9
430253,9837,2024-09-20,,Returned,449.61
636202,1542,2024-12-17,2024-12-24,Pending,158.21
974629,1567,2024-11-26,2024-11-29,Delivered,291.0
223158,1338,2024-10-02,2024-10-04,Delivered,128.45
392308,2826,2024-08-16,2024-08-22,Pending,443.9
753090,3203,2024-07-04,2024-07-10,Pending,353.53
275579,2796,2024-07-12,2024-07-14,Shipped,163.03
250774,8698,2024-10-06,,Returned,219.76
187020,2185,2024-07-19,,Cancelled,172.62
698505,5581,2024-06-12,2024-06-18,Shipped,187.4
468143,8510,2024-09-06,2024-09-13,Pending,317.39
461178,1340,2024-06-23,2024-06-28,Delivered,186.53
888501,6204,2024-10-26,2024-10-31,Pending,127.37
168053,9404,2024-11-05,2024-11-09,Delivered,156.33
295732,1641,2024-09-21,,Returned,338.0
204999,7982,2024-06-24,2024-06-28,Shipped,238.49
268605,3837,2024-11-12,,Returned,288.23
849050,4870,2024-10-17,,Returned,435.81
133456,8954,2024-12-20,,Returned,105.07
254456,8021,2024-09-07,,Returned,156.55
696142,9684,2024-11-29,2024-12-03,Pending,472.92
713369,6813,2024-06-05,,Cancelled,223.21
520465,7132,2024-09-03,2024-09-05,Pending,340.9
581813,1322,2024-07-20,2024-07-24,Shipped,174.24
118626,5723,2024-10-09,2024-10-11,Delivered,111.16
199859,7034,2024-07-03,2024-07-06,Shipped,178.89
388312,4204,2024-08-19,2024-08-23,Delivered,342.01
266631,2844,2024-06-21,,Cancelled,45.37
367915,7122,2024-09-07,2024-09-10,Pending,430.99
159239,4233,2024-06-23,2024-06-25,Pending,115.88
160247,1791,2024-07-23,,Returned,247.42
628224,2008,2024-10-11,2024-10-18,Delivered,405.53
380128,3021,2024-07-08,,Returned,289.6
711744,3942,2024-10-20,2024-10-24,Shipped,409.99
625718,8638,2024-07-12,2024-07-19,Shipped,297.89
215536,2168,2024-12-19,,Cancelled,312.32
671216,2840,2024-11-15,,Cancelled,109.6
419712,8992,2024-11-26,,Cancelled,327.28
315508,8838,2024-12-23,,Cancelled,398.37
884421,2802,2024-10-31,2024-11-07,Pending,320.22
122934,1093,2024-08-11,2024-08-18,Delivered,60.01
759245,5203,2024-07-09,2024-07-13,Pending,358.94
740221,7450,2024-10-31,,Cancelled,449.37
510721,1122,2024-09-21,,Cancelled,319.76
431269,5548,2024-08-25,,Returned,138.93
491553,5328,2024-11-03,2024-11-06,Delivered,455.96
258014,2291,2024-06-18,2024-06-21,Pending,72.45
323516,5161,2024-08-24,2024-08-31,Delivered,97.08
778561,5671,2024-12-23,2024-12-29,Pending,217.74
180757,3080,2024-08-02,2024-08-09,Pending,75.47
276979,7784,2024-06-26,,Cancelled,191.25
597971,5275,2024-08-11,2024-08-14,Delivered,424.75
591403,7703,2024-11-30,,Cancelled,71.16
748503,3930,2024-12-31,,Returned,184.89
515196,4538,2024-06-04,2024-06-06,Pending,198.35
318742,6400,2024-10-15,2024-10-17,Pending,284.51
643861,3433,2024-07-24,2024-07-31,Shipped,282.89
387280,4736,2024-09-08,2024-09-14,Pending,494.58
816537,1084,2024-06-23,2024-06-26,Shipped,470.79
362025,3765,2024-09-13,2024-09-17,Shipped,135.71
757631,7064,2024-10-08,,Returned,96.53
901140,6842,2024-10-22,,Cancelled,98.01
665659,4946,2024-10-28,,Returned,376.34
597179,2704,2024-08-19,2024-08-23,Shipped,371.52
305390,2132,2024-12-17,,Returned,244.54
679641,3029,2024-09-01,2024-09-05,Delivered,36.96
390723,3834,2024-10-24,2024-10-28,Shipped,45.2
619277,3065,2024-08-25,2024-08-27,Shipped,288.06
584044,2874,2024-12-06,,Cancelled,171.4
674525,2948,2024-11-21,,Cancelled,486.03
173866,6462,2024-09-23,,Returned,33.25
364284,1441,2024-10-31,2024-11-05,Pending,317.1
880192,4802,2024-12-08,2024-12-13,Shipped,476.89
780509,2738,2024-09-05,2024-09-11,Delivered,116.0
788277,2963,2024-08-31,2024-09-04,Pending,463.31
528440,9318,2024-07-06,,Cancelled,36.44
395511,5079,2024-08-25,,Cancelled,434.47
999671,6322,2024-07-17,2024-07-23,Shipped,393.41
930964,5749,2024-07-22,2024-07-25,Shipped,330.59
233900,5021,2024-08-31,,Returned,283.88
788523,7563,2024-09-19,2024-09-25,Delivered,485.1
976480,1235,2024-08-08,,Cancelled,444.7
200356,8003,2024-07-15,2024-07-17,Delivered,75.19
380111,5537,2024-06-18,2024-06-21,Pending,115.97
920145,6765,2024-12-23,,Cancelled,343.41
772176,2389,2024-11-26,,Returned,252.49
330373,5349,2024-09-17,2024-09-19,Delivered,123.6
964869,4962,2024-10-25,,Returned,24.84
544752,9154,2024-11-18,,Cancelled,444.3
236091,5693,2024-12-28,,Returned,38.06
667373,6937,2024-12-02,,Returned,57.78
754362,1575,2024-10-01,2024-10-07,Shipped,208.03
146238,4173,2024-07-13,2024-07-15,Pending,490.09
777605,6575,2024-09-30,,Returned,401.74
690848,2492,2024-08-22,2024-08-25,Pending,115.36
173072,5987,2024-09-23,,Returned,447.82
825854,2886,2024-11-21,2024-11-27,Delivered,429.63
129183,1183,2024-11-23,,Cancelled,158.41
491837,8539,2024-06-02,,Returned,486.49
428514,7705,2024-06-01,2024-06-07,Delivered,318.46
482812,3481,2024-08-13,,Cancelled,337.15
922711,1858,2024-07-15,,Returned,424.16
901298,8240,2024-09-15,2024-09-19,Delivered,467.67
682534,7621,2024-12-03,,Returned,256.51
737320,6034,2024-10-10,,Cancelled,166.97
860594,6345,2024-12-30,2025-01-03,Pending,362.55
354350,2010,2024-11-27,,Cancelled,374.75
208015,4461,2024-11-27,2024-12-03,Pending,169.25
205353,1415,2024-10-18,2024-10-20,Shipped,398.63
601539,5892,2024-09-13,2024-09-15,Delivered,355.9
631898,6219,2024-10-15,2024-10-22,Shipped,129.24
165071,2676,2024-12-28,2024-12-31,Pending,87.52
526762,3830,2024-06-18,,Cancelled,87.65
302214,5590,2024-11-16,2024-11-22,Delivered,268.19
629128,5857,2024-08-10,2024-08-13,Shipped,367.84
922650,9678,2024-06-01,2024-06-08,Delivered,137.63
974596,7632,2024-06-21,2024-06-27,Shipped,28.15
403818,5875,2024-12-14,2024-12-19,Pending,467.16
449005,4000,2024-12-19,,Returned,307.75
715525,3306,2024-09-10,,Cancelled,258.37
567622,9170,2024-10-25,,Cancelled,231.11
630791,4574,2024-06-20,2024-06-26,Delivered,423.18
515384,8957,2024-08-20,,Returned,266.85
391163,5221,2024-06-04,,Returned,310.45
677098,6303,2024-09-06,2024-09-12,Pending,411.08
355401,4258,2024-10-04,2024-10-11,Pending,44.45
623202,8701,2024-08-12,,Cancelled,498.68
896692,6391,2024-07-28,,Cancelled,437.58
860656,9525,2024-07-17,2024-07-21,Delivered,305.56
293171,2135,2024-11-25,2024-12-01,Delivered,342.94
778285,7811,2024-12-31,,Cancelled,103.91
358086,3533,2024-06-27,2024-07-03,Pending,25.07
676192,5377,2024-10-19,2024-10-24,Shipped,301.82
171801,5876,2024-12-20,,Returned,128.04
492458,4600,2024-10-03,,Cancelled,204.64
451304,6973,2024-09-24,2024-09-29,Delivered,377.31
351442,3315,2024-08-29,,Returned,156.91
477487,3043,2024-12-30,2025-01-01,Shipped,387.69
388408,5005,2024-11-01,,Returned,457.04
865943,7675,2024-10-31,,Cancelled,351.93
128191,4261,2024-07-14,2024-07-18,Shipped,144.05
242665,1395,2024-10-18,2024-10-25,Delivered,29.84
286104,6203,2024-12-05,2024-12-08,Delivered,337.93
678482,9880,2024-08-20,,Returned,355.16
865298,8617,2024-11-01,2024-11-07,Delivered,225.49
841446,5652,2024-08-30,2024-09-06,Shipped,294.51
542976,2158,2024-10-01,,Cancelled,243.56
400132,7712,2024-08-24,2024-08-28,Shipped,240.6
405000,5037,2024-06-18,2024-06-21,Pending,70.01
747909,3317,2024-11-20,,Cancelled,338.92
487198,1982,2024-11-04,2024-11-08,Shipped,170.89
728116,3384,2024-12-03,2024-12-06,Pending,211.41
807759,9455,2024-12-14,2024-12-17,Delivered,477.65
783713,5984,2024-06-23,2024-06-25,Delivered,343.92
116607,6390,2024-06-27,,Cancelled,417.83
935493,4301,2024-11-06,,Returned,132.95
622197,5413,2024-11-22,,Returned,104.34
141294,9199,2024-10-02,,Returned,56.4
774706,3221,2024-06-25,2024-07-01,Shipped,20.07
651574,4691,2024-09-27,2024-10-01,Pending,472.88
767225,7858,2024-10-11,2024-10-15,Delivered,464.49
812333,7240,2024-11-24,2024-11-30,Shipped,304.12
575142,4609,2024-08-25,,Cancelled,253.82
669664,7539,2024-06-14,,Cancelled,432.13
166866,1668,2024-11-15,,Returned,450.13
307686,1940,2024-07-13,,Cancelled,24.7
577241,8415,2024-11-13,,Cancelled,476.52
222142,7063,2024-07-15,,Returned,339.64
398796,2849,2024-09-22,2024-09-25,Delivered,244.6
829841,8861,2024-07-20,2024-07-27,Delivered,369.18
539122,4440,2024-11-22,2024-11-27,Shipped,184.84
419314,6695,2024-09-18,2024-09-23,Pending,168.96
251337,9860,2024-10-06,2024-10-11,Shipped,260.11
938443,5641,2024-07-05,2024-07-08,Shipped,317.73
915143,4480,2024-11-11,,Returned,412.54
604476,8817,2024-10-22,2024-10-27,Shipped,22.9
610772,1646,2024-10-24,,Returned,144.47
963963,1949,2024-10-04,2024-10-07,Shipped,53.63
571703,2036,2024-11-02,,Cancelled,473.9
126526,1436,2024-09-01,2024-09-08,Shipped,330.03
326315,2128,2024-07-25,,Returned,333.05
921805,4092,2024-06-09,,Returned,57.93
440515,1536,2024-06-02,,Cancelled,297.82
868404,7193,2024-11-18,,Returned,494.1
253774,5966,2024-08-24,,Returned,99.43
497329,8258,2024-12-26,2024-12-28,Shipped,381.65
409787,1118,2024-10-28,,Cancelled,499.88
518467,4572,2024-07-29,,Cancelled,297.95
249475,8227,2024-07-20,2024-07-24,Shipped,184.22
853470,1613,2024-10-18,2024-10-24,Shipped,38.31
422704,5502,2024-09-07,2024-09-10,Pending,459.56
415776,6563,2024-09-06,,Returned,354.94
431553,7408,2024-06-20,,Returned,403.78
577654,8007,2024-11-14,2024-11-18,Shipped,447.88
982686,2054,2024-12-24,2024-12-27,Delivered,301.54
557783,9173,2024-12-26,2024-12-31,Shipped,252.28
852483,1637,2024-10-30,,Cancelled,449.16
805934,9109,2024-10-14,,Cancelled,127.09
348241,2664,2024-12-09,2024-12-15,Pending,53.95
357927,3945,2024-06-13,2024-06-17,Shipped,278.82
500293,4906,2024-09-01,,Cancelled,384.33
195681,1905,2024-12-03,2024-12-10,Shipped,395.06
432152,2275,2024-08-28,2024-08-31,Shipped,410.67
553731,1171,2024-12-25,,Returned,110.45
811488,3083,2024-10-06,,Returned,471.51
457612,6348,2024-10-13,,Returned,105.7
943253,1856,2024-07-28,,Cancelled,354.21
201082,5565,2024-12-24,2024-12-30,Delivered,132.67
147536,9979,2024-12-28,,Returned,450.7
527710,7643,2024-10-06,2024-10-10,Delivered,384.82
189313,4009,2024-09-12,2024-09-16,Shipped,31.75
311987,4672,2024-12-21,,Cancelled,108.76
229383,9073,2024-12-25,,Returned,232.18
748812,7500,2024-09-14,,Returned,255.13
951697,6601,2024-12-17,,Cancelled,129.79
377974,2973,2024-10-06,,Returned,449.51
220013,6374,2024-07-25,,Returned,458.03
674830,5719,2024-11-27,,Cancelled,499.96
834363,1532,2024-10-22,,Cancelled,393.24
363915,4223,2024-08-02,2024-08-07,Delivered,153.42
594201,3288,2024-11-07,2024-11-14,Shipped,419.04
718376,6664,2024-06-19,2024-06-24,Pending,237.2
256597,1368,2024-10-18,,Returned,38.78
534037,2484,2024-06-14,,Cancelled,127.76
702501,3641,2024-10-22,2024-10-26,Shipped,216.21
171514,1050,2024-12-30,,Returned,272.36
130241,8803,2024-12-07,2024-12-11,Delivered,436.19
151027,5785,2024-07-31,2024-08-05,Delivered,254.51
129856,6889,2024-09-11,2024-09-18,Shipped,243.19
722765,9302,2024-09-20,2024-09-23,Pending,161.07
531661,2796,2024-07-28,2024-07-31,Delivered,423.23
131675,5117,2024-09-16,2024-09-19,Delivered,325.55
488176,1821,2024-09-08,2024-09-12,Pending,284.21
789738,9928,2024-12-17,,Cancelled,477.46
724028,6473,2024-11-18,2024-11-22,Delivered,427.77
